 Var bor du?
.	PUNCT	.
Men	CCONJ	men
lyssna	VERB	lyssna
varje	DET	varje
dag	NOUN	dag
och	CCONJ	och
lär	VERB	lära
dig	PRON	du
svenska	NOUN	svenska
med	ADP	med
mig	PRON	jag
,	PUNCT	,
Oscar	PROPN	Oscar
.	PUNCT	.
Okej	PROPN	Okej
?	PUNCT	?
Lyssna	VERB	lyssnaa
varje	DET	varje
dag	NOUN	dag
på	ADP	på
bussen	NOUN	buss
.	PUNCT	.
Lyssna	VERB	lyssnaa
på	ADP	på
tåget	NOUN	tåg
.	PUNCT	.
Lyssna	VERB	lyssna
på	ADP	på
cykel	NOUN	cykel
.	PUNCT	.
Lyssna	VERB	lyssna
i	ADP	i
bilen	NOUN	bil
.	PUNCT	.
Lyssna	VERB	lyssna
på	ADP	på
promenaden	NOUN	promenad
.	PUNCT	.
Lyssna	VERB	lyssnaa
på	ADP	på
jobbet	NOUN	jobb
…	PUNCT	…
På	ADP	på
jobbet	NOUN	jobb
?	PUNCT	?
Nej	INTJ	nej
!	PUNCT	!
Då	ADV	då
får	VERB	få
du	PRON	du
sparken	NOUN	spark
!	PUNCT	!
Det	PRON	den
får	VERB	få
man	PRON	man
inte	PART	inte
!	PUNCT	!
Inte	PART	inte
på	ADP	på
jobbet	NOUN	jobb
!	PUNCT	!
Lyssna	VERB	Lyssna
inte	PART	inte
på	ADP	på
jobbet	NOUN	jobb
!	PUNCT	!
Haha	NOUN	Haha
.	PUNCT	.
Okej	PROPN	Okej
.	PUNCT	.
Tack	NOUN	tack
för	ADP	för
idag	ADV	idag
allihopa	ADJ	allihopa
.	PUNCT	.
Vi	PRON	vi
hörs	VERB	höra
igen	ADV	igen
snart	ADV	snart
.	PUNCT	.
Hejdå	NOUN	Hejdå
!	PUNCT	!
